passage_number,passage_key,translation_run_id,profile_name,profile_label,is_focal,model,candidate_words,reference_words,bleu4,chrfpp,meteor,rouge_l,unigram_f1,trigram_f1,char_trigram_f1,word_edit_similarity,candidate_text,reference_text
6,xin-shi-wei-zhong-06,307,parallage_15_decision_log,Decision Log,false,gpt-5.5,267,33,0.02796582,0.21919690,0.42702916,0.15282392,0.19333333,0.07432432,0.13222080,0.08239700,"## Decision points

1. **幸**
   - Alternatives: “fortune,” “luck,” “being fortunate,” “success by chance.”
   - Choice: **“fortune”**
   - Justification: The phrase equates 幸 with 天, suggesting what lies outside human control.

2. **天**
   - Alternatives: “Heaven,” “fate,” “the natural order.”
   - Choice: **“Heaven”**
   - Justification: Keeps the Classical Chinese term’s ambiguity between cosmic order and fate.

3. **知事之卒**
   - Alternatives: “knowing the end of an affair,” “knowing how a matter will conclude,” “understanding the completion of events.”
   - Choice: **“knowing the outcome/end of an affair”**
   - Justification: 卒 can mean “end,” “completion,” or “conclusion”; “outcome” preserves that sense.

4. **心**
   - Alternatives: “mind,” “heart,” “heart-mind.”
   - Choice: **“heart-mind”**
   - Justification: 心 includes cognition, intention, and inward awareness.

5. **必心與天兩**
   - Main alternatives:
     - **A:** “There must be both the heart-mind and Heaven…” — taking 兩 as “both/two factors.”
     - **B:** “If one insists on making the heart-mind and Heaven two/separate…” — taking 兩 as “to divide into two,” with the next phrase possibly rhetorical.
   - Choice: **A as the main reading**, with uncertainty noted.
   - Justification: The following phrase 事焉果成 can read as a result: “the matter thereby is indeed completed.” But the syntax also allows a more skeptical/rhetorical reading.

6. **事焉果成**
   - Alternatives: “the matter thereby is indeed accomplished,” or “how could the matter really be accomplished?”
   - Choice: **“the matter thereby is indeed accomplished”**
   - Justification: 焉 can mark “thereby/thereupon,” and 果 can mean “indeed, actually.”

## Final translation

Fortune belongs to Heaven; knowing the outcome of an affair belongs to the heart-mind. There must be both heart-mind and Heaven; only then is the affair truly accomplished.

*Alternative possible reading of the last sentence:* “If one insists on making heart-mind and Heaven two separate things, how could the affair really be accomplished?”",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,309,parallage_16_adversarial_red_team,Adversarial Red Team,false,gpt-5.5,182,33,0.02392916,0.25888725,0.38945735,0.19534884,0.25116279,0.03791469,0.17670683,0.09340659,"**Translation (provisional):**

“Luck belongs to Heaven; knowing how an affair will end belongs to the mind. Only when mind and Heaven are both present does the affair thereby truly come to completion.”

**Deliberately sceptical alternative:**

“Being fortunate is a matter of Heaven; grasping the final outcome of events is a matter of the mind. One must have both mind and Heaven as two factors—only then is anything actually accomplished.”

**Where the readings diverge:**

- **幸** may mean “luck,” “good fortune,” or “being favored.” I have not treated it as moral “blessing,” since the text gives no clear basis for that.
- **天** could be “Heaven,” “fate,” or “natural allotment.” “Heaven” is literal but may over-personify it.
- **知事之卒** is uncertain: **卒** may mean “end,” “completion,” or “final outcome.” So this could mean either “knowing how things end” or “knowing that things will be completed.”
- **心與天兩** literally suggests “mind and Heaven, the two.” This may mean “both mind and Heaven,” but it could also stress that they are **distinct** factors.
- **焉果成** is taken as “thereby truly comes to completion,” but **果** could also mean “indeed,” “finally,” or “bear fruit / achieve result.”",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,311,parallage_17_back_translation_audit,Back Translation Audit,false,gpt-5.5,135,33,0.03059604,0.28194927,0.39480453,0.20238095,0.28571429,0.03658537,0.19822109,0.10370370,"### English translation

“Good fortune is Heaven; knowing how an affair will end is the mind. Only when mind and Heaven are both present / both brought together does the affair thereby truly come to completion.”

### Back-translation into Classical-Chinese-like literal gloss

幸者，天也；知事之終者，心也。必心與天俱備，然後事乃成。

### Mismatches / possible drift

- **卒** is rendered as “end / completion,” but it can also suggest “outcome” or “final result.”  
- **心與天兩** is uncertain: I translated it as “mind and Heaven are both present / brought together.” Literally, **兩** means “two / both,” and may imply “the two together,” but the exact relation is not fully explicit.  
- **焉** is rendered as “thereby / then,” but it could also be read more weakly as a particle marking consequence or location in the argument.  
- **果成** is translated as “truly come to completion”; **果** may mean “indeed,” “surely,” or “as a result,” so the force is somewhat interpretive.",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,313,parallage_audit_pack,Audit Pack,false,gpt-5.5,240,33,0.03245226,0.24322129,0.36704774,0.16788321,0.21245421,0.06691450,0.15360983,0.09583333,"## Translation

“Good fortune is from Heaven; knowing how an affair will end is from the mind. Only when mind and Heaven are both present can the affair truly come to completion.”

## Uncertainty notes

- **幸，天**: Literally “fortune/luck — Heaven.” This may mean “luck depends on Heaven” or “good fortune is Heaven’s doing.”
- **知事之卒，心**: Literally “knowing the end/completion of affairs — the mind.”  
  - **卒** can mean “end,” “conclusion,” or “completion.”  
  - **心** may mean “mind,” “heart,” “intention,” or “inner discernment.”
- **必心與天兩**: Interpreted above as “there must be both mind and Heaven.”  
  - **兩** could mean “the two,” “both,” or “paired.”  
  - It might also mean “separate/twofold,” yielding a different reading.
- **事焉果成**: Read as “then the affair indeed succeeds/is completed.”  
  - **焉** here is taken as “thereupon/thereby.”  
  - **果** may mean “indeed,” “in the end,” or “successfully.”

## Red-team alternative

“Luck belongs to Heaven; understanding the outcome of an affair belongs to the mind. If mind and Heaven must be treated as two separate things, how can the affair truly be accomplished?”

This alternative takes **兩** as “separated into two” and **焉** as closer to “how/whereby,” making the final clause more skeptical or rhetorical.

## Back-translation audit

Proposed English:  
“Good fortune is from Heaven; knowing how an affair will end is from the mind. Only when mind and Heaven are both present can the affair truly come to completion.”

Back into Classical-style wording:  
幸者，天也；知事之終者，心也。必心與天俱，事乃果成。

Potential mismatch: the back-translation uses **俱** and **乃** to clarify “both present” and “then,” while the original has the more ambiguous **兩** and **焉**.",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,315,parallage_compact_literal,Compact Literal,false,gpt-5.5,29,33,0.14952772,0.49981344,0.58554448,0.58064516,0.61290323,0.20689655,0.56704981,0.42424242,"Good fortune: Heaven.  
Knowing the end of an affair: the heart-mind.  
Only when heart-mind and Heaven are both present,  
does the affair then really come to completion.",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,317,parallage_idiomatic_reader,Idiomatic Reader,false,gpt-5.5,32,33,0.22132579,0.46720471,0.51291793,0.46153846,0.52307692,0.16393443,0.47272727,0.30303030,Good fortune lies with Heaven; knowing how an affair will end lies with the mind. Only when mind and Heaven are both present—both counted—does the affair truly come to completion.,Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,319,parallage_lattice_pack,Lattice Pack,false,gpt-5.5,234,33,0.02576686,0.26328961,0.38117578,0.17977528,0.19475655,0.04562738,0.16625917,0.08119658,"### Ambiguity lattice

| Chinese segment | Main defensible readings |
|---|---|
| 幸，天 | “Luck / fortune / fortunate success is Heaven,” i.e. belongs to Heaven or depends on Heaven. |
| 知事之卒，心 | “Knowing the end / outcome / completion of affairs is the mind,” i.e. belongs to human awareness, judgment, or intention. |
| 必心與天兩 | “One must have both mind and Heaven”; or “mind and Heaven must be paired”; alternatively, “if mind and Heaven are made two/separate.” |
| 事焉果成 | “Then affairs thereby truly come to completion / succeed”; or, if 焉 is interrogative, “how could affairs really be completed?” |

### Translation 1 — “both Heaven and mind are needed”

Fortune is Heaven; knowing how affairs will end is the mind. Only when mind and Heaven are both present do affairs thereby truly succeed.

### Translation 2 — “Heaven and the heart-mind work as a pair”

Good fortune belongs to Heaven; understanding the completion of a matter belongs to the heart-mind. The heart-mind and Heaven must be paired; then the matter comes to fruition.

### Translation 3 — “human judgment plus fate”

Luck is a matter of Heaven; to know the final outcome of affairs is a matter of the mind. It is necessary to have both mind and Heaven, and only through this are affairs actually accomplished.

### Translation 4 — taking 兩 as “separated” and 焉 as rhetorical

Fortune is Heaven; knowing the end of affairs is the mind. But if the mind and Heaven must be divided in two, how could affairs ever truly be completed?",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,321,parallage_scholarly_edition,Scholarly Edition,false,gpt-5.5,33,33,0.30551863,0.51225437,0.59063423,0.57575758,0.60606061,0.25806452,0.52173913,0.42424242,“Good fortune is [from] Heaven; knowing the outcome of an affair is [from] the mind. Only when mind and Heaven are both involved—paired as two—does the affair thereby come to completion.”,Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,323,parallage_spectrum_pack,Spectrum Pack,false,gpt-5.5,210,33,0.03274170,0.29647905,0.42050186,0.19753086,0.23868313,0.09205021,0.19237750,0.10952381,"### 1. Literal
“Good fortune: Heaven.  
Knowing the end of affairs: the heart-mind.  
Only when the heart-mind and Heaven are two, do affairs thereupon truly come to completion.”

### 2. Scholarly
“Luck belongs to Heaven; understanding how affairs will end belongs to the mind. It is necessary to distinguish the mind from Heaven as two separate factors; only then can matters be successfully accomplished.”

### 3. Plain-language
“Luck is up to Heaven. Knowing how things will turn out is up to the mind. If you keep human judgment and fate distinct, then things can really get done.”

### 4. Sceptical
“What is called ‘luck’ is attributed to Heaven; what is called ‘knowing the outcome of events’ is attributed to the mind. But only if mind and Heaven are treated as separate can one say that affairs actually reach completion.”

### 5. Uncertainty-marked
“‘Fortune’ may mean what comes from Heaven; ‘knowing the final outcome of an affair’ may mean what comes from the heart-mind. The phrase **心與天兩** could mean either ‘the mind and Heaven must both be present’ or, more likely, ‘the mind and Heaven must be kept as two distinct things.’ In that case, the passage says: only by distinguishing human understanding from Heaven/fate do affairs truly come to completion.”",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,325,parallage_18_mnemonic_translation,Mnemonic Translation,false,gpt-5.5,121,33,0.05701321,0.35250256,0.50064055,0.28571429,0.32467532,0.12000000,0.26160338,0.17355372,"**Translation**

“Good fortune—that belongs to Heaven.  
To know how an affair will end—that belongs to the heart-mind.  
Only when heart-mind and Heaven stand as the two together  
does the affair truly come to completion.”

**Factual anchors**

| Chinese | Rendering | Note |
|---|---|---|
| 幸 | good fortune / luck | Something granted by **天**, not fully controlled by oneself. |
| 天 | Heaven | Could imply fate, natural order, or Heaven as an impersonal power. |
| 知事之卒 | knowing the end/outcome of an affair | 卒 here is read as “end, conclusion.” |
| 心 | heart-mind | The faculty of awareness, judgment, intention. |
| 兩 | the two together / both | Slightly uncertain: may mean “both are needed” or “heart-mind and Heaven form a pair.” |
| 事焉果成 | then the affair truly comes to completion | 果 adds the sense of “indeed, decisively, at last.” |",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,327,parallage_19_alliterative_mnemonic,Alliterative Mnemonic,false,gpt-5.5,114,33,0.01126783,0.25896695,0.34663484,0.22666667,0.25850340,0.02797203,0.21162444,0.11403509,"**Rhythmic translation**

Fortune—Heaven’s part.  
To know how a matter ends—  
the heart-mind’s work.  

Only when heart-mind and Heaven  
stand as the two,  
does the deed there and then  
truly take shape.

**Factual anchors**

| Chinese | Literal sense | Translation choice / uncertainty |
|---|---|---|
| 幸，天 | “fortune/luck — Heaven” | “Fortune—Heaven’s part” |
| 知事之卒 | “to know the end/completion of affairs” | “to know how a matter ends”; **卒** may mean end, outcome, or completion |
| 心 | “heart / mind” | rendered as “heart-mind” |
| 必心與天兩 | “must [have] heart-mind and Heaven as two/both” | “Only when heart-mind and Heaven stand as the two”; **兩** may stress duality or both together |
| 事焉果成 | “affairs/deeds thereby indeed become/are completed” | “does the deed there and then truly take shape” |",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,329,parallage_20_rhyming_poetry,Rhyming Poetry,false,gpt-5.5,34,33,0.03250805,0.29124399,0.38645519,0.43478261,0.47761194,0.03174603,0.33093525,0.20588235,"**Poetic translation:**

Luck—or fortune—is Heaven on high;  
To know a matter’s end is the mind/heart’s eye.  
Only when mind/heart and Heaven pair thereby,  
Can the affair be truly finished—aye.",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
6,xin-shi-wei-zhong-06,331,parallage_memory_pack,Memory Pack,false,gpt-5.5,168,33,0.02813797,0.30789444,0.35017774,0.20689655,0.25870647,0.09137056,0.20479303,0.11309524,"## Translation

“Good fortune belongs to Heaven; knowing how an affair will end belongs to the heart-mind. Only when heart-mind and Heaven are both present / act together can the affair truly be completed.”

## Notes on uncertainty

- **幸** may mean “good fortune,” “luck,” or “fortunate success.”  
- **心** is the **heart-mind**: both thinking and inward resolve/awareness.  
- **知事之卒** literally: “to know the completion/end of an affair.”  
- **心與天兩** is terse. It may mean “the heart-mind and Heaven are two,” “both heart-mind and Heaven,” or “heart-mind and Heaven work as a pair.”  
- **焉果成**: “thereupon it is indeed accomplished” / “how could it be fully accomplished otherwise?”

## Memory aids — not critical translations

### Mnemonic rendering
“Luck is Heaven’s; seeing the end is the mind’s. When mind and Heaven make a pair, the matter comes to completion.”

### Alliterative version
“Fortune is from Heaven; foresight is from the heart. Heart and Heaven together—then the task truly takes.”

### Short rhyme
“Luck from the sky,  
Mind knows the why;  
When both agree,  
The deed comes to be.”",Luck is (due to) Heaven; knowing the outcome of an affair is (because of) the heart-mind. It must be with both heart-mind and Heaven can the affair truly come to completion.
7,xin-shi-wei-zhong-07,333,classical_chinese_focal_scholarly,Focal Scholarly Translation,true,gpt-5.5,39,35,0.17698322,0.50457695,0.63181142,0.67567568,0.56756757,0.05714286,0.55151515,0.41025641,"Calm the mind and deliberate on it; examine it, measure it, and take it as a mirror. In hearing and questioning, in looking and listening, amid the gathered “herd” of what is good, the mind there acts for it.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,335,parallage_01_diplomatic_literal,Diplomatic Literal,false,gpt-5.5,32,35,0.03354420,0.29506522,0.45479107,0.50746269,0.35820896,0.00000000,0.41176471,0.20000000,"Calm the heart and plan it; examine it; measure it; take mirror-warning from it.  
Hear, inquire, look, listen—being in the gathering/herd (?) of the good;  
the heart therein does it.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,337,parallage_02_interlinear_gloss,Interlinear Gloss,false,gpt-5.5,257,35,0.01031141,0.22448766,0.44143357,0.17064846,0.16438356,0.00694444,0.20084270,0.07003891,"| character or short phrase | function | gloss | notes |
|---|---:|---|---|
| 寧 | verb/adverbial | calm; make tranquil | Here likely a verb modifying 心, “calm the mind/heart.” |
| 心 | object / noun | heart; mind | The seat of intention and judgment. |
| 謀之 | verb phrase | deliberate on it; plan it | 之 = “it,” referring to the matter at hand. |
| 稽之 | verb phrase | examine it; check it | 稽 can mean “investigate,” “verify,” or “consult.” |
| 度之 | verb phrase | measure it; estimate it | 度 = assess, calculate, take the measure of. |
| 鑒之 | verb phrase | mirror it; scrutinize it; take warning from it | 鑒 can mean “look into a mirror,” “inspect,” or “use as a warning/model.” |
| 聞 | verb/noun | hear; hearing | Part of a sequence of perceptive/inquiring acts. |
| 訊 | verb/noun | inquire; question | Could mean “ask about” or “interrogate/investigate.” |
| 視 | verb/noun | see; look | Visual examination. |
| 聽 | verb/noun | listen | Auditory attention; paired with 聞. |
| 在 | verb/preposition | be in; be at; lie in | Introduces the following location/condition. |
| 善之麏 | noun phrase | the herd/crowd of goodness; the gathering of the good | 麏 literally denotes a deer/roe-deer; it may function here like 麇/麕, “to gather, crowd,” but this is uncertain. Literally: “goodness’s deer/herd.” |
| 心 | noun / subject | heart; mind | Repeated as the agent or seat of action. |
| 焉 | adverb/pronoun | therein; thereupon; in this | Marks location, circumstance, or consequence. |
| 為之 | verb phrase | does it; acts for it; carries it out | 之 again refers to the matter/action under consideration. |

Aligned gloss translation:

“Calm the mind and deliberate on it; examine it, measure it, mirror/scrutinize it.  
Hear, inquire, see, and listen.  
Be within the ‘herd/gathering of goodness’—or among what is good;  
the mind, therein/thereupon, acts for it.”","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,339,parallage_03_syntax_scaffold,Syntax Scaffold,false,gpt-5.5,76,35,0.02309316,0.27667940,0.47570332,0.39639640,0.30630631,0.01869159,0.31238095,0.18421053,"“[Settle the heart and] [plan it], [examine it], [measure it], [take mirror-warning from it];  
[hear], [question], [look], [listen];  
[in / among the *麏* of what is good — perhaps ‘the gathered multitude’ of the good, or literally ‘the deer/roe-deer of the good’];  
the heart, therein, acts for it.”

Syntax map:  
- 寧心 = “settle/calm the heart”  
- 謀之、稽之、度之、鑒之 = four parallel verb + object “it” clauses  
- 聞訊視聽 = four parallel perception/inquiry verbs  
- 在善之麏 = locative phrase, uncertain noun 麏  
- 心焉為之 = subject 心 + 焉 “therein/thereby” + 為之 “does/acts for it”","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,341,parallage_04_minimal_inference,Minimal Inference,false,gpt-5.5,39,35,0.03468536,0.30352699,0.50193771,0.48648649,0.37837838,0.00000000,0.34042553,0.17948718,"Calm the mind and plan it; examine it, measure it, take it as a mirror. Hear and inquire, look and listen. In what is good—perhaps “where goodness gathers” / “among the good” [uncertain: 麏]—let the mind act upon it.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,343,parallage_05_scholarly_readable,Scholarly Readable,false,gpt-5.5,119,35,0.04583887,0.38490940,0.44202013,0.33766234,0.28571429,0.04000000,0.31550069,0.15966387,"Calm the mind and deliberate on it; examine it, measure it, and take reflection from it. By hearing and questioning, by looking and listening, one is among the gathered forms of what is good—there the mind acts for it.

**Glossary**

- **寧心**: “to calm/settle the mind.”
- **謀之**: “to deliberate on it,” “to plan concerning it.”
- **稽之**: “to examine/investigate it.”
- **度之**: “to measure/assess it.”
- **鑒之**: “to mirror it,” “to take warning or reflection from it.”
- **聞訊視聽**: literally “hearing, questioning, looking, listening”; a sequence of perceptual and investigative acts.
- **善之麏**: uncertain. **麏** may suggest a “herd/cluster/gathering,” so translated cautiously as “the gathered forms of what is good.”
- **心焉為之**: “the mind thereupon/there acts for it,” i.e. the mind undertakes or responds to the matter.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,345,parallage_06_smooth_idiomatic,Smooth Idiomatic,false,gpt-5.5,43,35,0.05042706,0.35278733,0.52898045,0.51282051,0.41025641,0.00000000,0.41087613,0.27906977,"Calm the mind and deliberate on it; examine it, measure it, and take it as a mirror. What is heard and asked, seen and listened to, lies in the gathered mass [or “herd,” 麏] of the good; the mind is what carries it out.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,347,parallage_07_message_paraphrase,Message Paraphrase,false,gpt-5.5,189,35,0.01640327,0.27748643,0.31299897,0.19642857,0.17857143,0.01818182,0.23023023,0.08465608,"**Translation**

Calm the mind and deliberate on it; examine it, weigh it, and take it as a mirror.  
Through hearing and questioning, looking and listening—if it is found among what is good, however “gathered” or “clustered” that phrase may mean—the mind should act on it / is the one that carries it out.

**Anchor notes**

1. **寧心** → “Calm the mind”: taking 寧 as “settle, make tranquil.”  
2. **謀之** → “deliberate on it”: 謀 suggests planning or careful consideration.  
3. **稽之** → “examine it”: 稽 can mean to investigate, check, or verify.  
4. **度之** → “weigh it”: 度 here is understood as measuring or estimating.  
5. **鑒之** → “take it as a mirror”: 鑒 can mean to inspect by reflection, or to use as a model/warning.  
6. **聞訊視聽** → “through hearing and questioning, looking and listening”: read as a compact list of ways of receiving and testing information.  
7. **在善之麏** → “found among what is good … ‘gathered/clustered’”: 善 is “good”; 麏 is uncertain here, literally a deer term but possibly implying a cluster/group or a textual variant.  
8. **心焉為之** → “the mind should act on it / is the one that carries it out”: 焉為之 is ambiguous between “thereupon do it” and “the mind does it with regard to this.”","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,349,parallage_08_controlled_english,Controlled English,false,gpt-5.5,55,35,0.02006229,0.31683573,0.34572072,0.35555556,0.24444444,0.00000000,0.34299517,0.12727273,"Settle the mind, and deliberate about the matter.  
Examine the matter.  
Measure the matter.  
Take the matter as a mirror, or take warning from the matter.  
Hear, inquire, look, and listen.  
The matter is in a “gathering of goodness,” if 麏 means a gathering; the reading of 麏 is uncertain.  
The mind then acts for the matter.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,351,parallage_09_analyst_brief,Analyst Brief,false,gpt-5.5,148,35,0.01940281,0.34872594,0.36613679,0.24043716,0.30601093,0.01117318,0.27405858,0.10810811,"- **Main claim / translation:** “Calm the heart and deliberate on it; examine it, measure it, take it as a mirror. Hearing, questioning, seeing, and listening—being amid the cluster/herd of what is good—the heart thereby acts on it.”

- **Agency:** The **heart/mind** is the acting center: it calms itself, deliberates, examines, measures, reflects, and finally “does” or “acts” in response.

- **Causal relation:** Careful inquiry through multiple modes—planning, checking, measuring, reflecting, hearing, asking, seeing, listening—leads the heart toward action grounded in “the good.”

- **Uncertainty:** 「善之麏」 is difficult. 「麏」 may suggest a “herd,” “cluster,” or gathering; thus the phrase may mean “among gathered goods,” “among good people/things,” or “within the convergence of goodness.”

- **Interpretive risk:** Rendering 「鑒之」 as “take it as a mirror” and 「心焉為之」 as “the heart thereby acts” is interpretive; the passage is compact and may describe moral cultivation, decision-making, or epistemic verification without clearly distinguishing them.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,353,parallage_10_plain_language,Plain Language,false,gpt-5.5,45,35,0.06153810,0.40487421,0.48576980,0.52500000,0.45000000,0.02631579,0.43067847,0.31111111,"Calm the heart-mind (心), and plan it.  
Examine it, weigh it, and use it as a mirror.  
Hear, ask, look, and listen.  
If it is among the gathered good things — or “the herd/crowd of goodness” (麏 is uncertain) —  
then the heart-mind acts on it.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,355,parallage_11_learners_translation,Learner's Translation,false,gpt-5.5,334,35,0.01852604,0.22568228,0.34497936,0.13550136,0.14092141,0.03835616,0.17326449,0.05988024,"## Close translation

Calm the mind and deliberate on it; examine it, measure it, mirror it / take warning from it.  
In hearing, questioning, looking, and listening—being amid the “herd/cluster” of what is good—the mind thereupon acts for it.

*Uncertain phrase:* **在善之麏** is obscure. Literally it is something like “in/at the麏 of goodness/the good.” **麏** can mean a kind of deer, and may also be related graphically or semantically to “herd, cluster, gathering”; the translation above takes it cautiously as “herd/cluster.”

## Grammar notes

1. **寧心**: “to calm/settle the heart-mind.” **心** is the object of **寧**.
2. **謀之、稽之、度之、鑒之**: a chain of parallel verb-object phrases. Each **之** refers back to the matter under consideration: “plan it, examine it, measure it, mirror it.”
3. **謀**: here likely “to deliberate, plan, consult about,” not necessarily “plot” in a negative sense.
4. **稽**: “to examine, check, investigate”; it can also mean “to delay,” but the parallelism favors “examine.”
5. **度**: “to measure, estimate, assess.” The reading “duó,” “to calculate/consider,” fits the context.
6. **鑒**: literally “a mirror”; as a verb, “to mirror, inspect, take as a warning/model.” The exact nuance is open.
7. **聞訊視聽**: four perception/inquiry terms placed in sequence: “hearing, questioning, seeing, listening.” It may describe the means by which judgment is formed.
8. **在**: likely locative or situational: “in, amid, being in.” It introduces the setting or domain in which the preceding actions occur.
9. **善之麏**: **之** marks possession or attribution: “the 麏 of goodness/the good.” The phrase is not straightforward.
10. **心焉為之**: **焉** may mean “therein, in this, thereupon.” **為之** means “does it / acts for it / brings it about,” with **之** again referring to the matter.

## Mini vocabulary

- **寧** — to calm, settle, make peaceful  
- **心** — heart; mind; intention  
- **謀** — to deliberate, plan, consult  
- **稽** — to examine, investigate, check  
- **度** — to measure, estimate, assess  
- **鑒** — mirror; to reflect on; to take warning/model from  
- **聞** — to hear; what is heard  
- **訊** — to ask, question, inquire  
- **視** — to look at, inspect  
- **聽** — to listen, heed  
- **善** — good; goodness; what is good  
- **麏** — a deer; possibly “herd/cluster” here, uncertain  
- **焉** — therein, in this; thereupon  
- **為** — to do, act, make, bring about","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
7,xin-shi-wei-zhong-07,357,parallage_12_named_entity_explicit,Named Entity Explicit,false,gpt-5.5,172,35,0.00982452,0.26262563,0.33779375,0.21256039,0.20289855,0.00000000,0.20925926,0.09883721,"### Translation

“Quiet the mind and deliberate on it; examine it, measure it, and take it as a mirror. Hearing and inquiry, seeing and listening—these lie amid the gathering of what is good; the mind acts on it there.”

*Uncertain point:* **善之麏** is difficult. **麏** may mean a “herd/cluster/gathering” metaphorically, though it can also refer literally to a kind of deer. Thus “the gathering of what is good” is tentative.

---

### Named entities and abstract concepts

| Term | Role in passage | Confidence |
|---|---|---:|
| 心 | “Mind/heart”; the faculty to be calmed and the agent that acts | High |
| 謀 | Deliberation, planning, taking counsel | High |
| 稽 | Examination, checking, investigating | High |
| 度 | Measuring, estimating, assessing | High |
| 鑒 | Mirroring, reflecting on, taking as a warning/model | Medium–High |
| 聞訊 | Hearing and questioning/inquiry; receiving reports or asking | Medium |
| 視聽 | Seeing and listening; perception through eyes and ears | High |
| 善 | The good, goodness, what is beneficial/right | High |
| 麏 | “Herd/cluster/gathering,” possibly literal “deer”; meaning here uncertain | Low–Medium |
| 之 | The object of deliberation/examination/etc.; unspecified “it/this matter” | Medium |

**Named entities:** none apparent in the supplied passage.","The tranquil heart-mind deliberates on it, examines it, measures it, and reflects on it. In hearing, questioning, looking and listening, lies within the gathered goodness (for which) the heart-mind thereby acts for it."
